"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"333","Dylan Strome","CHI","C","40","620.53333333333","9","8","6","2","17","53.13","71","12.68","8.12","112","90","75","37","0","9","14","7","7","0","0","3","20","17","8","49","19","198","223","47.03"
"358","Rudolfs Balcers","S.J","L","41","603.16666666667","8","9","3","6","17","62.96","66","12.12","8.06","99","81","71","39","3","10","16","8","8","0","0","4","15","31","81","57","29","0","3","0.00"
"379","Tyson Jost","COL","C","54","762.05","7","10","8","2","17","54.84","92","7.61","8.8","154","121","89","35","4","10","24","12","12","0","0","13","11","24","45","92","19","162","184","46.82"
"390","Nikita Zaitsev","OTT","D","55","1250.7","4","13","9","4","17","38.64","70","5.71","3.49","175","110","33","0","1","10","26","13","13","0","0","6","60","7","114","99","110","0","0","-"
"399","Nicolas Hague","VGK","D","52","831.75","5","12","6","6","17","45.95","78","6.41","3.84","185","119","53","5","5","5","31","14","13","1","0","8","15","10","94","151","65","0","0","-"
"400","Mario Ferraro","S.J","D","56","1255.8333333333","1","16","7","9","17","29.31","58","1.72","2.92","106","80","29","6","0","12","22","11","11","0","0","5","20","30","155","104","96","0","0","-"
"439","Kaapo Kakko","NYR","R","48","688.68333333333","9","8","3","5","17","56.67","81","11.11","8.69","136","110","79","36","3","8","10","5","5","0","0","9","11","31","14","41","16","3","4","42.86"
"441","Ilya Mikheyev","TOR","R","54","767.31666666667","7","10","6","4","17","68.00","107","6.54","10.76","173","143","113","51","9","9","6","3","3","0","0","10","25","21","49","58","28","2","0","100.00"
"74","Carl Hagelin","WSH","L","56","789.65","6","10","8","2","16","53.33","85","7.06","8.2","129","102","66","45","7","9","19","8","7","1","0","9","16","21","22","38","19","3","10","23.08"
"100","Jakob Silfverberg","ANA","R","47","796.35","8","8","3","5","16","72.73","91","8.79","8.12","172","136","97","31","10","11","18","9","9","0","0","4","16","25","19","62","26","9","13","40.91"
"136","Charlie Coyle","BOS","C","51","830.75","6","10","5","5","16","51.61","79","7.59","6.5","127","107","69","28","2","7","20","10","10","0","0","12","19","28","57","31","24","245","262","48.32"
"209","Mike Matheson","PIT","D","44","820.1","5","11","6","5","16","33.33","86","5.81","3.87","155","111","47","11","9","6","28","14","14","0","0","7","23","22","41","79","40","0","0","-"
"218","Esa Lindell","DAL","D","56","1298.1166666667","5","11","6","5","16","29.63","100","5.00","4.99","184","137","56","10","4","13","19","8","7","1","0","4","42","9","114","111","104","0","0","-"
"260","Zach Sanford","STL","L","52","774.3","10","6","3","3","16","55.17","67","14.93","8.49","125","102","87","46","5","9","25","11","10","1","0","11","11","12","69","67","44","28","40","41.18"
"368","Ryan Lindgren","NYR","D","51","1019.7333333333","1","15","5","10","16","30.77","65","1.54","2.97","129","89","42","10","1","7","35","16","15","1","0","17","25","19","98","118","50","0","0","-"
"423","Philipp Kurashev","CHI","C","53","691.71666666667","8","8","3","5","16","57.14","65","12.31","6.54","104","83","75","34","1","8","12","6","6","0","0","7","15","18","30","72","18","97","141","40.76"
"4","Duncan Keith","CHI","D","53","1237.7166666667","4","11","7","4","15","25.00","107","3.74","4.61","195","131","45","7","2","13","30","14","14","0","0","0","60","28","33","58","90","0","0","-"
"57","Kevin Shattenkirk","ANA","D","55","1166.2666666667","2","13","6","7","15","34.88","93","2.15","4.85","187","125","48","9","3","12","28","14","14","0","0","8","27","14","57","74","58","0","0","-"
"60","Sam Gagner","DET","C","42","648.51666666667","7","8","5","3","15","55.56","88","7.95","9.7","132","112","67","30","3","10","15","6","5","1","0","5","8","7","5","41","14","83","97","46.11"
"93","Derek Grant","ANA","C","46","669.78333333333","6","9","4","5","15","62.50","66","9.09","6.04","122","97","58","31","4","3","25","11","10","1","0","6","12","9","65","34","40","289","277","51.06"
"126","Nic Dowd","WSH","C","56","806.28333333333","11","4","2","2","15","55.56","68","16.18","9.55","110","97","79","37","3","5","31","14","13","1","0","7","15","38","109","85","40","432","336","56.25"
"173","Scott Mayfield","NYI","D","56","1090.75","2","13","7","6","15","37.50","79","2.53","2.99","166","105","34","4","5","7","38","14","13","0","1","4","37","6","76","61","108","0","0","-"
"192","Connor Murphy","CHI","D","49","1086.45","3","12","5","7","15","34.88","76","3.95","2.33","155","97","28","3","2","5","35","8","5","1","2","14","35","10","102","153","120","0","0","-"
"200","Luke Glendening","DET","C","54","799.43333333333","6","9","5","4","15","51.72","67","8.96","7.13","110","92","65","37","6","5","20","10","10","0","0","7","7","10","68","66","57","523","336","60.88"
"227","Jaccob Slavin","CAR","D","52","1195.0833333333","3","12","5","7","15","22.39","101","2.97","5.03","215","149","59","13","5","22","2","1","1","0","0","3","30","24","35","86","87","0","0","-"
"236","Nate Schmidt","VAN","D","54","1085.55","5","10","8","2","15","38.46","76","6.58","3.46","159","106","42","6","1","9","4","2","2","0","0","1","68","18","15","53","72","0","0","-"
"252","Ryan Graves","COL","D","54","1029.0166666667","2","13","6","7","15","34.09","101","1.98","3.69","226","144","47","12","5","13","55","18","15","1","2","3","24","18","77","62","91","0","0","-"
"255","Jason Dickinson","DAL","C","51","825.9","7","8","4","4","15","57.69","66","10.61","6.21","126","93","75","29","2","4","18","9","9","0","0","15","17","28","78","65","49","137","159","46.28"
"294","Travis Sanheim","PHI","D","55","1203.75","3","12","5","7","15","35.71","100","3.00","5.12","196","136","55","14","3","13","23","10","9","1","0","11","40","17","48","80","73","0","0","-"
"317","Noah Hanifin","CGY","D","47","940.45","4","11","7","4","15","41.67","89","4.49","4.46","206","139","62","11","6","11","18","9","9","0","0","6","37","19","28","57","40","0","0","-"
"340","Nicolas Roy","VGK","C","50","650.86666666667","6","9","5","4","15","50.00","52","11.54","5.94","93","76","71","33","1","10","14","7","7","0","0","12","12","26","50","39","23","142","175","44.79"
"387","Michael McLeod","N.J","C","52","718.28333333333","9","6","3","3","15","71.43","60","15.00","6.47","104","84","70","38","4","5","40","13","9","4","0","9","23","25","89","69","20","326","307","51.50"
"395","Zach Aston-Reese","PIT","C, L","45","658.03333333333","9","6","1","5","15","60.00","79","11.39","7.6","119","97","69","38","9","8","15","6","5","1","0","4","16","14","95","64","24","7","11","38.89"
"412","Alexandre Texier","CBJ","C","49","776.13333333333","4","11","6","5","15","53.57","75","5.33","6.18","141","104","73","30","1","6","22","11","11","0","0","10","13","24","49","37","19","128","228","35.96"
"434","Dominik Kahun","EDM","C","48","615.36666666667","9","6","4","2","15","62.50","69","13.04","6.97","112","92","76","34","1","4","2","1","1","0","0","4","16","11","13","28","12","16","14","53.33"
"20","Blake Comeau","DAL","L","51","802.75","4","10","6","4","14","70.00","76","5.26","7.62","134","99","77","31","8","13","37","13","11","1","1","10","17","21","106","43","18","53","57","48.18"
"92","TJ Brodie","TOR","D","56","1207.2166666667","1","13","4","9","14","21.88","48","2.08","2.07","110","72","23","4","0","2","12","5","5","0","0","7","51","22","34","108","84","0","0","-"
"117","Brian Dumoulin","PIT","D","41","916.78333333333","4","10","3","7","14","30.43","50","8.00","2.13","104","69","24","4","1","6","12","6","6","0","0","8","18","24","63","96","55","0","0","-"
"121","Casey Cizikas","NYI","C","56","774.48333333333","7","7","5","2","14","66.67","72","9.72","7.87","112","91","77","48","7","5","27","12","11","1","0","15","16","12","112","87","25","340","299","53.21"
"125","Nick Jensen","WSH","D","53","917.26666666667","2","12","6","6","14","41.18","60","3.33","1.78","107","76","23","3","2","6","14","7","7","0","0","5","29","15","56","122","65","0","0","-"
"134","Johan Larsson","ARI","L","52","726.91666666667","8","6","2","4","14","77.78","58","13.79","6.51","106","85","58","36","2","6","22","8","6","2","0","17","6","22","77","78","34","296","313","48.60"
"147","Jeff Skinner","BUF","L","53","769.7","7","7","4","3","14","51.85","111","6.31","10.78","189","153","109","61","1","9","14","7","7","0","0","19","30","30","20","36","12","28","32","46.67"
"189","Jamie Oleksiak","DAL","D","56","1146.7333333333","6","8","3","5","14","43.75","84","7.14","4.29","145","109","45","15","4","12","35","13","10","3","0","9","41","17","148","91","88","0","0","-"
"191","Joel Armia","MTL","R","41","602.96666666667","7","7","5","2","14","42.42","73","9.59","5.69","123","93","70","25","5","4","10","4","4","0","0","9","18","18","86","33","13","6","16","27.27"
"202","Ryan Murray","N.J","D","48","893.46666666667","0","14","4","10","14","36.84","29","0.00","1.31","67","45","17","4","2","2","8","3","3","0","0","0","22","11","38","54","73","0","0","-"
"215","Radek Faksa","DAL","C","55","958.68333333333","6","8","4","4","14","53.85","94","6.38","8.46","144","116","84","49","4","15","30","14","14","0","0","5","21","18","100","80","45","424","336","55.79"
"221","Adam Pelech","NYI","D","56","1178.35","4","10","5","5","14","27.45","82","4.88","4.07","180","123","47","10","1","9","18","9","9","0","0","6","46","25","66","92","73","0","0","-"
"225","Colton Sissons","NSH","C","53","760.5","7","7","4","3","14","56.00","57","12.28","5.23","93","77","57","37","2","4","18","9","9","0","0","4","9","15","72","22","27","315","269","53.94"
"309","Danton Heinen","ANA","L","43","634.86666666667","7","7","6","1","14","73.68","76","9.21","7.73","139","104","92","33","5","6","0","0","0","0","0","6","10","23","32","27","30","1","6","14.29"
"311","Oskar Lindblom","PHI","L","50","659.08333333333","8","6","4","2","14","66.67","58","13.79","6.74","102","85","57","21","1","9","9","3","2","1","0","4","9","10","43","49","24","3","2","60.00"
"350","Jake DeBrusk","BOS","L","41","610.46666666667","5","9","5","4","14","70.00","92","5.43","9.02","127","108","86","35","5","9","6","3","3","0","0","8","10","24","33","47","20","6","9","40.00"
"364","Kevin Rooney","NYR","C","54","667.1","8","6","3","3","14","63.64","62","12.90","6.24","91","77","59","32","6","5","54","13","7","4","2","13","13","11","110","71","35","197","241","44.98"
"432","Noah Dobson","NYI","D","46","754.11666666667","3","11","6","5","14","43.75","70","4.29","2.98","143","95","37","2","0","11","8","4","4","0","0","6","23","13","40","88","59","0","0","-"
"445","Artem Zub","OTT","D","47","863.96666666667","3","11","6","5","14","31.82","39","7.69","1.52","85","55","27","4","1","2","26","13","13","0","0","5","36","8","89","100","70","0","0","-"
"5","Eric Staal","BUF, MTL","C","53","780.16666666667","5","8","4","4","13","76.47","82","6.10","8.78","145","111","87","41","3","11","10","5","5","0","0","2","24","17","23","36","15","268","279","48.99"
"84","Michael Del Zotto","CBJ","D","53","947.98333333333","4","9","3","6","13","29.55","77","5.19","3.52","126","94","34","13","3","9","8","4","4","0","0","1","28","9","125","40","54","0","0","-"
"146","Riley Sheahan","BUF","C","53","705","4","9","7","2","13","59.09","44","9.09","3.48","69","54","34","18","0","2","8","4","4","0","0","7","9","11","17","27","15","256","247","50.89"
"163","Josh Archibald","EDM","R","52","704.31666666667","7","6","4","2","13","48.15","62","11.29","8.02","103","86","57","33","3","6","37","12","10","1","1","8","15","14","192","66","35","4","4","50.00"
"177","Joel Edmundson","MTL","D","55","1102.6","3","10","3","7","13","23.64","77","3.90","3.62","180","119","43","6","6","8","23","10","9","1","0","8","69","6","98","78","75","0","0","-"
"259","Artturi Lehkonen","MTL","L","47","630.91666666667","7","6","2","4","13","81.25","78","8.97","6.29","128","100","81","38","5","6","6","3","3","0","0","8","13","3","85","64","23","5","8","38.46"
"277","Curtis Lazar","BOS, BUF","C","50","666.18333333333","7","6","3","3","13","81.25","55","12.73","7.45","91","79","71","36","4","10","6","3","3","0","0","7","7","18","99","62","22","160","175","47.76"
"345","Lawson Crouse","ARI","L","51","728.88333333333","4","9","8","1","13","59.09","70","5.71","8.81","135","112","88","41","8","8","46","12","8","2","2","13","11","20","155","44","30","20","23","46.51"
"352","John Marino","PIT","D","52","1078.15","3","10","5","5","13","26.00","56","5.36","2.33","106","79","26","4","1","5","8","4","4","0","0","5","21","29","48","94","50","0","0","-"
"64","Brandon Sutter","VAN","C","43","648.35","9","3","2","1","12","60.00","65","13.85","7.29","94","85","48","26","8","3","2","1","1","0","0","9","14","23","18","46","28","276","221","55.53"
"69","Ryan McDonagh","T.B","D","50","1094.7666666667","4","8","5","3","12","26.09","85","4.71","5.25","160","114","49","13","6","9","14","7","7","0","0","3","20","10","69","44","96","0","0","-"
"129","Christopher Tanev","CGY","D","56","1216.9333333333","2","10","2","8","12","28.57","66","3.03","2.14","122","87","18","4","2","4","6","3","3","0","0","6","57","23","33","111","107","0","0","-"
"142","Derek Forbort","WPG","D","56","1161.15","2","10","4","6","12","25.53","67","2.99","1.91","174","101","36","3","3","10","35","12","10","1","1","2","54","19","80","111","115","0","0","-"
"196","Colin Miller","BUF","D","48","864","4","8","3","5","12","44.44","64","6.25","2.38","139","96","16","2","0","5","27","12","11","1","0","11","25","14","91","53","51","0","0","-"
"213","Jacob Trouba","NYR","D","38","816.66666666667","2","10","5","5","12","34.29","70","2.86","3.71","156","99","45","11","4","12","22","11","11","0","0","7","24","17","111","52","84","0","0","-"
"217","Colton Parayko","STL","D","32","682.6","2","10","5","5","12","48.00","60","3.33","2.04","117","80","24","3","2","7","14","7","7","0","0","3","23","13","35","68","64","0","0","-"
"235","Danny DeKeyser","DET","D","47","850.68333333333","4","8","3","5","12","35.29","43","9.30","1.58","92","64","24","1","0","1","18","9","9","0","0","2","20","1","44","73","81","0","0","-"
"360","Vladislav Gavrikov","CBJ","D","55","1067.0666666667","2","10","4","6","12","35.29","48","4.17","2.17","102","67","25","5","4","3","14","7","7","0","0","2","17","17","69","60","77","0","0","-"
"377","Sam Steel","ANA","C","42","609.76666666667","6","6","3","3","12","63.16","42","14.29","4.85","70","54","47","25","0","4","8","4","4","0","0","5","13","10","41","44","19","237","212","52.78"
"380","Dante Fabbro","NSH","D","40","772.6","2","10","5","5","12","46.15","59","3.39","1.92","101","74","13","3","1","3","23","10","9","1","0","5","26","8","32","67","57","0","0","-"
"384","Jake Bean","CAR","D","42","610.58333333333","1","11","6","5","12","54.55","55","1.82","2.93","116","81","29","4","2","11","10","5","5","0","0","4","18","11","17","49","21","0","0","-"
"393","Dylan Gambrell","S.J","C","49","785.4","5","7","2","5","12","54.55","48","10.42","5.9","97","78","69","31","4","3","13","5","4","1","0","8","13","9","77","67","54","279","358","43.80"
"414","David Kampf","CHI","C","55","804.36666666667","1","11","6","5","12","54.55","62","1.61","6.44","100","80","63","31","5","8","20","10","10","0","0","12","8","29","43","81","14","401","356","52.97"
"420","Zach Whitecloud","VGK","D","51","908.68333333333","2","10","4","6","12","40.00","54","3.70","3.26","127","88","37","10","3","9","24","12","12","0","0","7","14","9","85","147","75","0","0","-"
"427","K'Andre Miller","NYR","D","53","1118.8166666667","5","7","2","5","12","22.64","62","8.06","2.76","136","89","31","6","2","10","20","9","9","0","0","6","45","33","93","47","77","0","0","-"
"31","Andrew Cogliano","DAL","C","54","752.01666666667","5","6","4","2","11","57.89","88","5.68","7.41","156","119","87","37","7","7","24","9","7","2","0","14","10","12","79","54","24","4","11","26.67"
"44","Cal Clutterbuck","NYI","R","50","671.56666666667","4","7","6","1","11","52.38","50","8.00","6.11","93","73","64","24","5","2","10","5","5","0","0","6","12","18","191","74","23","0","1","0.00"
"128","Radko Gudas","FLA","D","54","948.75","2","9","2","7","11","26.83","84","2.38","3.28","167","114","28","2","3","6","40","14","10","4","0","15","33","14","250","99","72","0","0","-"
"139","Tyler Pitlick","ARI","C","38","621.81666666667","6","5","4","1","11","45.83","56","10.71","7.75","126","94","73","38","3","9","16","8","8","0","0","6","5","15","81","57","41","6","9","40.00"
"238","Andreas Johnsson","N.J","L","50","696.7","5","6","4","2","11","36.67","65","7.69","6.63","104","87","75","30","1","5","12","6","6","0","0","8","13","23","39","51","17","11","17","39.29"
"280","Jordan Oesterle","ARI","D","43","769.75","1","10","5","5","11","29.73","38","2.63","2.2","86","61","27","4","4","6","10","5","5","0","0","1","21","2","45","78","64","1","0","100.00"
"282","Pierre-Edouard Bellemare","COL","C","53","600.31666666667","9","2","0","2","11","64.71","60","15.00","7.26","101","80","56","24","5","9","21","9","8","1","0","5","11","17","26","32","36","260","168","60.75"
"312","Anders Bjork","BOS, BUF","L","45","624.68333333333","5","6","4","2","11","57.89","41","12.20","3.82","83","62","47","18","6","3","14","7","7","0","0","5","13","25","48","50","13","0","1","0.00"
"331","Christian Fischer","ARI","R","52","662.96666666667","3","8","4","4","11","50.00","47","6.38","5.55","85","67","51","28","4","10","6","3","3","0","0","7","11","7","148","53","27","12","12","50.00"
"355","Noel Acciari","FLA","C","41","631.13333333333","4","7","7","0","11","47.83","68","5.88","7.79","102","85","67","40","7","12","9","3","2","1","0","10","11","17","91","69","63","272","247","52.41"
"363","Philippe Myers","PHI","D","44","830.43333333333","1","10","5","5","11","31.43","77","1.30","2.91","168","109","41","3","2","13","22","11","11","0","0","5","27","19","69","50","40","0","0","-"
"378","Max Jones","ANA","L","46","651.56666666667","7","4","1","3","11","47.83","77","9.09","8.21","133","105","87","48","3","11","36","15","13","2","0","19","10","20","100","45","11","5","5","50.00"
"389","Troy Stecher","DET","D","44","761.9","3","8","2","6","11","39.29","55","5.45","1.85","129","82","30","4","2","2","12","6","6","0","0","4","29","9","33","70","46","0","0","-"
"397","Juuso Valimaki","CGY","D","49","756.26666666667","2","9","5","4","11","34.38","72","2.78","2.54","146","98","33","4","2","10","26","13","13","0","0","5","28","9","28","71","60","0","0","-"
"401","Mikey Anderson","L.A","D","54","1143.4833333333","1","10","4","6","11","29.73","52","1.92","1.8","110","74","24","4","0","6","30","15","15","0","0","6","34","14","66","121","74","0","0","-"
"1","Zdeno Chara","WSH","D","55","1007.7166666667","2","8","4","4","10","23.26","67","2.99","2.03","148","97","33","0","2","7","44","14","11","2","1","6","32","14","88","33","67","0","0","-"
"29","Marc Staal","DET","D","56","1030.9333333333","3","7","4","3","10","27.78","53","5.66","2.93","99","72","31","6","1","5","20","10","10","0","0","5","36","9","58","44","45","0","0","-"
"63","Brendan Smith","NYR","D","48","788.83333333333","5","5","3","2","10","24.39","58","8.62","2.76","114","78","25","6","2","4","73","25","19","5","1","25","26","7","84","74","41","0","0","-"
"89","Travis Hamonic","VAN","D","38","735.95","3","7","3","4","10","41.67","79","3.80","2.56","151","101","30","4","1","8","39","11","7","3","1","4","19","10","48","66","81","0","1","0.00"
"108","Calvin de Haan","CHI","D","43","815.31666666667","1","9","4","5","10","38.46","57","1.75","1.98","131","84","24","5","0","11","14","7","7","0","0","7","36","15","98","54","84","0","0","-"
"137","Patrik Nemeth","COL, DET","D","52","936.56666666667","3","7","3","4","10","29.41","53","5.66","1.33","103","71","22","0","1","5","20","10","10","0","0","2","18","2","87","91","67","0","0","-"
"182","Adam Larsson","EDM","D","56","1100.25","4","6","2","4","10","29.41","52","7.69","3.02","130","92","31","4","5","5","24","12","12","0","0","4","42","12","166","88","128","1","0","100.00"
"205","Brady Skjei","CAR","D","52","1078.0833333333","3","7","2","5","10","28.57","104","2.88","4.14","179","136","40","6","2","13","30","15","15","0","0","6","42","21","66","91","62","0","0","-"
"222","Jimmy Vesey","TOR, VAN","L","50","635.41666666667","5","5","4","1","10","52.63","58","8.62","6.56","93","81","65","30","6","2","10","5","5","0","0","9","10","12","38","36","19","3","9","25.00"
"362","Matt Roy","L.A","D","44","847.18333333333","2","8","1","7","10","34.48","57","3.51","2.38","146","91","28","7","4","7","8","4","4","0","0","6","25","4","61","81","67","0","0","-"
"442","Nikolai Knyzhov","S.J","D","56","937.56666666667","2","8","3","5","10","30.30","51","3.92","1.55","97","63","20","3","2","3","39","17","16","1","0","4","13","18","84","82","54","0","0","-"
"3","Patrick Marleau","S.J","C","56","743.83333333333","4","5","2","3","9","36.00","54","7.41","6.78","97","82","69","39","5","8","10","5","5","0","0","2","8","22","40","36","19","141","159","47.00"
"34","Kris Russell","EDM","D","35","643.71666666667","0","9","4","5","9","52.94","41","0.00","1.8","88","55","17","6","2","6","8","4","4","0","0","4","29","8","41","64","75","0","0","-"
"38","Anton Stralman","FLA","D","38","720.08333333333","3","6","2","4","9","31.03","38","7.89","1.74","80","55","17","5","2","3","8","4","4","0","0","4","20","13","37","55","30","0","0","-"
"90","Marco Scandella","STL","D","49","977.46666666667","3","6","1","5","9","20.45","55","5.45","1.99","113","64","30","7","3","5","24","12","12","0","0","4","29","19","60","66","64","0","0","-"
"164","Dylan DeMelo","WPG","D","52","882.48333333333","0","9","5","4","9","23.68","44","0.00","1.56","89","63","22","4","2","7","20","10","10","0","0","3","48","9","76","89","58","0","0","-"
"166","Sean Kuraly","BOS","C","47","661.33333333333","4","5","3","2","9","56.25","88","4.55","6.22","133","110","74","27","5","3","20","10","10","0","0","9","13","24","99","57","21","229","170","57.39"
"301","Marcus Pettersson","PIT","D","47","774.8","2","7","3","4","9","29.03","46","4.35","1.79","94","68","23","3","2","7","22","11","11","0","0","2","12","10","51","126","39","0","0","-"
"327","Jakub Zboril","BOS","D","42","716.21666666667","0","9","4","5","9","40.91","35","0.00","1.15","82","51","24","1","3","3","18","9","9","0","0","8","14","6","63","86","33","0","0","-"
"396","Nolan Patrick","PHI","C","52","690.43333333333","4","5","2","3","9","36.00","49","8.16","5.79","104","79","65","30","2","6","20","10","10","0","0","9","17","11","45","61","18","226","204","52.56"
"416","Jacob Bryson","BUF","D","38","723.73333333333","1","8","4","4","9","26.47","24","4.17","1.12","65","42","15","1","1","2","12","6","6","0","0","4","17","2","32","51","43","0","0","-"
"426","Isac Lundestrom","ANA","C","41","624.95","6","3","2","1","9","50.00","52","11.54","4.6","88","72","56","29","2","5","14","7","7","0","0","1","13","18","16","45","19","189","209","47.49"
"25","Alexander Edler","VAN","D","52","1087.1333333333","0","8","5","3","8","19.05","99","0.00","2.37","177","132","24","1","1","14","58","22","19","2","1","9","26","13","80","113","118","0","0","-"
"37","Darren Helm","DET","L","47","689.85","3","5","2","3","8","44.44","83","3.61","6.99","130","97","67","17","4","7","10","5","5","0","0","11","10","13","39","63","20","6","3","66.67"
"55","Ian Cole","COL, MIN","D","54","857.45","1","7","3","4","8","17.02","30","3.33","0.91","57","43","7","1","2","7","32","16","16","0","0","2","24","10","38","49","94","0","0","-"
"112","Brayden McNabb","VGK","D","41","791.25","2","6","1","5","8","23.53","39","5.13","2.2","108","64","43","7","6","7","16","8","8","0","0","6","13","8","98","66","76","0","0","-"
"229","Brett Kulak","MTL","D","46","740.95","2","6","4","2","8","30.77","57","3.51","1.9","113","72","28","8","2","5","20","10","10","0","0","4","33","8","28","85","54","0","0","-"
"337","Ethan Bear","EDM","D","43","772.35","2","6","2","4","8","27.59","53","3.77","1.98","100","69","21","2","1","7","14","7","7","0","0","8","41","13","31","78","55","0","0","-"
"342","Jeremy Lauzon","BOS","D","41","767.13333333333","1","7","5","2","8","25.00","48","2.08","1.51","98","65","18","3","3","2","40","13","10","2","1","9","20","7","98","80","53","0","0","-"
"407","Henri Jokiharju","BUF","D","46","845.5","3","5","3","2","8","28.57","50","6.00","1.96","109","76","27","1","2","5","4","2","2","0","0","2","12","9","47","52","53","0","0","-"
"123","Ben Chiarot","MTL","D","41","893.28333333333","1","6","4","2","7","28.00","81","1.23","2.85","157","111","40","4","2","6","50","18","14","4","0","7","51","9","77","84","60","0","0","-"
"241","Connor Clifton","BOS","D","44","801.35","1","6","2","4","7","22.58","48","2.08","1.74","103","72","20","3","5","6","38","14","12","2","0","7","15","13","108","113","52","0","0","-"
"276","Nikita Zadorov","CHI","D","54","1039.75","1","6","2","4","7","21.88","52","1.92","2.17","119","73","30","2","3","6","36","15","13","2","0","7","40","16","187","90","73","0","0","-"
"347","Jacob Larsson","ANA","D","46","799.8","1","6","2","4","7","29.17","42","2.38","1.45","104","70","13","0","1","6","14","7","7","0","0","0","24","4","37","72","59","0","0","-"
"32","Marc-Edouard Vlasic","S.J","D","51","892.98333333333","1","5","2","3","6","20.69","37","2.70","1.39","87","62","15","4","2","4","8","4","4","0","0","2","15","10","40","51","64","0","0","-"
"56","Justin Braun","PHI","D","53","982.06666666667","1","5","1","4","6","16.67","59","1.69","1.86","119","82","22","4","2","7","18","9","9","0","0","2","31","7","78","60","73","0","0","-"
"119","Sami Vatanen","DAL, N.J","D","39","663.6","2","4","4","0","6","24.00","55","3.64","1.84","102","69","19","3","3","4","20","9","9","0","0","2","21","8","27","35","49","0","0","-"
"122","David Savard","CBJ, T.B","D","54","1071.6833333333","1","5","0","5","6","24.00","69","1.45","3.2","124","92","32","7","3","2","24","12","12","0","0","5","24","7","132","79","109","0","0","-"
"324","Travis Dermott","TOR","D","51","674.41666666667","2","4","1","3","6","28.57","36","5.56","1.47","81","53","20","3","3","2","19","8","7","1","0","4","27","4","44","80","35","0","0","-"
"436","Alexander Romanov","MTL","D","54","931.83333333333","1","5","3","2","6","15.38","71","1.41","2.81","191","113","47","2","1","8","21","9","8","1","0","8","49","8","138","148","60","0","0","-"
"24","Andrej Sekera","DAL","D","46","719.43333333333","3","2","1","1","5","16.13","33","9.09","1.46","76","45","14","3","1","7","4","2","2","0","0","1","20","8","47","53","62","0","0","-"
"36","Niklas Hjalmarsson","ARI","D","41","711.78333333333","0","5","4","1","5","33.33","29","0.00","1.16","67","48","10","0","0","5","18","9","9","0","0","3","28","10","15","36","69","0","0","-"
"40","Andy Greene","NYI","D","55","967.03333333333","1","4","2","2","5","15.15","50","2.00","2.19","125","78","19","6","1","4","6","3","3","0","0","1","19","6","41","75","99","0","0","-"
"138","Jon Merrill","DET, MTL","D","49","894.56666666667","0","5","4","1","5","18.52","41","0.00","1.61","92","63","17","2","2","6","16","8","8","0","0","4","31","7","34","80","70","0","0","-"
"233","Ben Hutton","ANA, TOR","D","38","701.25","1","4","1","3","5","29.41","54","1.85","2.26","101","68","21","7","1","4","11","4","3","1","0","3","22","8","44","62","39","0","0","-"
"76","Jason Demers","ARI","D","41","706.76666666667","0","4","2","2","4","19.05","44","0.00","1.87","95","63","21","4","2","8","26","12","12","0","0","2","14","10","69","54","30","0","0","-"
"80","Zach Bogosian","TOR","D","45","654.16666666667","0","4","2","2","4","14.81","36","0.00","1.57","85","59","18","3","1","3","49","15","12","1","2","4","19","7","67","36","31","0","0","-"
"109","Dmitry Kulikov","EDM, N.J","D","48","920.05","0","4","1","3","4","13.33","51","0.00","1.97","110","71","27","6","3","7","28","14","14","0","0","2","31","8","93","79","49","0","0","-"
"149","Erik Gudbranson","NSH, OTT","D","44","786.83333333333","1","3","1","2","4","16.67","57","1.75","1.47","120","76","22","1","2","7","57","19","15","3","1","14","32","6","105","83","63","0","0","-"
"156","Jani Hakanpaa","ANA, CAR","D","57","1027.2","2","2","2","0","4","10.26","54","3.70","2.81","122","80","28","6","6","7","35","16","15","1","0","5","36","3","215","123","83","0","0","-"
"162","Nikita Nesterov","CGY","D","38","603.51666666667","0","4","2","2","4","20.00","33","0.00","1.32","91","62","16","1","0","4","20","10","10","0","0","2","25","7","41","24","29","0","0","-"
"208","Olli Maatta","L.A","D","41","673.9","0","4","1","3","4","14.81","43","0.00","1.88","78","65","20","6","1","2","6","3","3","0","0","5","23","4","41","84","53","0","0","-"
"231","Matthew Benning","NSH","D","52","848.6","1","3","0","3","4","16.67","43","2.33","1.24","97","64","12","1","1","6","30","11","10","0","1","10","27","3","53","73","52","0","0","-"
"287","Haydn Fleury","ANA, CAR","D","47","723.68333333333","3","1","0","1","4","25.00","62","4.84","2.33","126","86","28","4","1","5","8","4","4","0","0","3","27","7","63","75","55","0","0","-"
"370","Libor Hajek","NYR","D","44","671.93333333333","2","2","1","1","4","17.39","33","6.06","1.45","56","46","11","2","1","1","10","5","5","0","0","5","17","5","26","76","48","0","0","-"
